                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.6307,                   1.01,                 1.2689,                0.82524,                0.75227,                0.84106,                0.40747,                 1.7984,                 1.0852,                  1.417,              0.0096733,              0.0096733,              0.0096733
                     35,                  1.606,                 1.0192,                 1.2627,                0.88594,                0.77476,                0.88156,                 0.4355,                 1.7456,                 1.0058,                 1.4099,              0.0096634,              0.0096634,              0.0096634
                     36,                 1.5982,                0.99697,                 1.2536,                 0.8209,                 0.8009,                0.85984,                0.43237,                 1.7591,                 1.0191,                 1.4156,              0.0096535,              0.0096535,              0.0096535
                     37,                 1.6035,                0.97878,                 1.2462,                0.83326,                0.74177,                0.82527,                0.40211,                 1.8041,                 1.0703,                 1.3953,              0.0096436,              0.0096436,              0.0096436
                     38,                 1.5961,                0.98449,                 1.2606,                0.82305,                0.80281,                0.85159,                0.43101,                 1.7472,                0.99917,                 1.3927,              0.0096337,              0.0096337,              0.0096337
                     39,                 1.6052,                0.97647,                 1.2546,                0.80739,                 0.8284,                0.88567,                0.45284,                 1.7045,                0.94741,                 1.3662,              0.0096238,              0.0096238,              0.0096238
                     40,                 1.5859,                0.97599,                 1.2373,                0.88296,                0.82107,                0.88884,                0.46052,                 1.6826,                0.90061,                  1.351,              0.0096139,              0.0096139,              0.0096139
                     41,                 1.5913,                0.96917,                 1.2459,                0.85739,                0.82445,                0.87659,                0.42823,                 1.7588,                0.97418,                 1.4028,               0.009604,               0.009604,               0.009604
                     42,                 1.5685,                 0.9542,                 1.2383,                 0.8929,                0.81796,                0.89093,                 0.4501,                 1.6922,                0.93741,                 1.3654,              0.0095941,              0.0095941,              0.0095941
                     43,                 1.5655,                0.95474,                 1.2461,                0.83605,                0.81218,                0.87697,                0.43622,                 1.7577,                 0.9588,                 1.4399,              0.0095842,              0.0095842,              0.0095842
                     44,                 1.5663,                0.94385,                 1.2361,                 0.8782,                0.84626,                 0.9057,                0.48325,                 1.6727,                0.90055,                 1.3678,              0.0095743,              0.0095743,              0.0095743
                     45,                 1.5686,                0.93227,                 1.2244,                0.90065,                0.81167,                0.90523,                 0.4497,                 1.7155,                0.90946,                 1.3815,              0.0095644,              0.0095644,              0.0095644
                     46,                 1.5561,                0.94496,                 1.2254,                0.86041,                0.79829,                0.85557,                0.42488,                 1.8211,                0.97936,                 1.4561,              0.0095545,              0.0095545,              0.0095545
                     47,                 1.5511,                0.91207,                 1.2307,                0.86368,                0.77786,                0.88418,                0.44979,                 1.6917,                0.91976,                 1.3723,              0.0095446,              0.0095446,              0.0095446
                     48,                  1.543,                0.90169,                 1.2226,                0.89888,                0.83142,                0.88766,                0.45644,                  1.694,                0.92736,                 1.3641,              0.0095347,              0.0095347,              0.0095347
                     49,                 1.5424,                0.92027,                 1.2268,                0.86509,                0.79234,                0.88632,                0.44081,                 1.7466,                0.95021,                 1.3981,              0.0095248,              0.0095248,              0.0095248
                     50,                 1.5385,                0.91769,                 1.2204,                 0.8936,                0.84609,                0.89933,                0.44605,                 1.7388,                0.89109,                 1.4113,              0.0095149,              0.0095149,              0.0095149
                     51,                 1.5568,                0.91484,                 1.2302,                0.85924,                0.84149,                0.87648,                0.46063,                 1.6367,                0.90082,                 1.3421,               0.009505,               0.009505,               0.009505
                     52,                 1.5482,                0.92006,                 1.2238,                0.88558,                0.81077,                0.87587,                0.46131,                 1.6952,                 0.9204,                  1.393,              0.0094951,              0.0094951,              0.0094951
                     53,                 1.5286,                0.89822,                 1.2183,                0.88247,                0.76981,                0.86607,                0.43932,                 1.7501,                0.98936,                 1.3889,              0.0094852,              0.0094852,              0.0094852
                     54,                 1.5443,                0.89355,                 1.2355,                0.86392,                0.81028,                0.88152,                0.44852,                 1.6663,                0.91436,                 1.3596,              0.0094753,              0.0094753,              0.0094753
                     55,                 1.5123,                0.88202,                 1.2088,                0.85515,                0.86943,                 0.9105,                0.46651,                 1.6591,                0.88461,                 1.3587,              0.0094654,              0.0094654,              0.0094654
                     56,                 1.4955,                0.86036,                 1.2067,                0.91737,                0.83949,                 0.9069,                0.46331,                 1.7066,                0.86665,                 1.3913,              0.0094555,              0.0094555,              0.0094555
                     57,                 1.4999,                0.87859,                 1.1992,                0.89831,                0.85262,                0.89881,                0.46672,                 1.6684,                0.87286,                  1.363,              0.0094456,              0.0094456,              0.0094456
                     58,                 1.5118,                0.86788,                 1.2064,                0.92193,                0.81087,                0.90687,                0.48927,                 1.7179,                0.91317,                 1.3839,              0.0094357,              0.0094357,              0.0094357
                     59,                 1.5246,                0.86968,                 1.2068,                0.89569,                0.80819,                0.89574,                0.45779,                 1.7769,                0.91884,                 1.3962,              0.0094258,              0.0094258,              0.0094258
                     60,                 1.4968,                0.85828,                 1.1911,                0.91521,                0.85917,                0.90451,                 0.4734,                 1.6539,                0.84476,                 1.3657,              0.0094159,              0.0094159,              0.0094159
                     61,                  1.498,                0.85231,                 1.2048,                0.86528,                0.85861,                0.91148,                0.46147,                 1.6531,                0.81618,                 1.3538,               0.009406,               0.009406,               0.009406
