                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 1.4606,                0.84352,                 1.2949,                0.80859,                0.71982,                0.81436,                  0.392,                 1.8017,                 1.0166,                 1.6634,              0.0093763,              0.0093763,              0.0093763
                     65,                 1.4118,                 0.8242,                 1.2803,                0.81809,                0.71884,                0.78245,                0.39446,                 1.7711,                 1.0358,                 1.6779,              0.0093664,              0.0093664,              0.0093664
                     66,                   1.41,                0.81422,                 1.2771,                 0.8876,                0.65233,                0.78421,                0.35945,                 1.8266,                 1.1254,                 1.6828,              0.0093565,              0.0093565,              0.0093565
                     67,                 1.4269,                0.81072,                 1.2837,                0.86034,                0.79936,                 0.8526,                0.41076,                 1.7702,                 0.9776,                 1.6717,              0.0093466,              0.0093466,              0.0093466
                     68,                 1.3948,                0.82097,                 1.2842,                 0.8792,                0.77808,                0.83967,                0.41017,                 1.7674,                0.95386,                 1.6596,              0.0093367,              0.0093367,              0.0093367
                     69,                 1.4069,                0.80107,                 1.2759,                0.87257,                0.78519,                0.85624,                0.42449,                 1.7261,                 1.0102,                 1.6293,              0.0093268,              0.0093268,              0.0093268
                     70,                 1.3969,                0.81419,                 1.2592,                0.86045,                0.74005,                 0.8521,                0.41228,                 1.7637,                 1.0337,                 1.6701,              0.0093169,              0.0093169,              0.0093169
                     71,                 1.4249,                 0.8052,                 1.2802,                0.81205,                0.71162,                0.80897,                0.38665,                 1.7877,                 1.0893,                 1.6609,               0.009307,               0.009307,               0.009307
                     72,                 1.3992,                 0.8038,                 1.2779,                 0.7798,                0.80516,                0.84435,                0.41036,                 1.8001,                0.99963,                 1.6923,              0.0092971,              0.0092971,              0.0092971
                     73,                 1.4058,                0.79438,                  1.271,                0.91993,                0.79422,                0.87246,                0.43456,                   1.77,                0.99051,                 1.6449,              0.0092872,              0.0092872,              0.0092872
                     74,                 1.3692,                0.77059,                 1.2414,                0.90908,                 0.7761,                0.84985,                0.40632,                 1.7461,                0.96119,                 1.6474,              0.0092773,              0.0092773,              0.0092773
                     75,                 1.3918,                0.78128,                 1.2576,                0.87125,                0.76049,                0.82269,                0.41972,                 1.7528,                0.98741,                 1.6475,              0.0092674,              0.0092674,              0.0092674
                     76,                 1.3888,                0.79187,                  1.269,                 0.8228,                 0.7798,                0.84493,                0.38657,                 1.8066,                0.99716,                 1.6739,              0.0092575,              0.0092575,              0.0092575
                     77,                 1.4045,                0.77309,                 1.2648,                 0.8272,                 0.7671,                0.82525,                0.40161,                   1.76,                0.95454,                 1.6302,              0.0092476,              0.0092476,              0.0092476
                     78,                 1.3401,                0.77705,                 1.2415,                0.76769,                0.79513,                 0.8169,                0.39256,                  1.777,                0.96068,                 1.6878,              0.0092377,              0.0092377,              0.0092377
                     79,                 1.3517,                0.76584,                 1.2341,                0.79057,                0.77443,                 0.8281,                 0.4201,                 1.7908,                 1.0106,                 1.6884,              0.0092278,              0.0092278,              0.0092278
                     80,                 1.3749,                0.78042,                 1.2592,                0.86674,                0.73915,                 0.8132,                0.37889,                 1.7726,                 1.0431,                 1.6869,              0.0092179,              0.0092179,              0.0092179
