                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 2.5624,                 1.6831,                  1.861,                0.52212,                0.44942,                0.45497,                0.18947,                 2.7849,                  2.332,                 2.2036,              0.0096634,              0.0096634,              0.0096634
                     36,                 2.5616,                 1.6585,                 1.8687,                0.59967,                0.42406,                0.45654,                0.19816,                  2.665,                 2.2789,                  2.142,              0.0096535,              0.0096535,              0.0096535
                     37,                 2.5481,                 1.6408,                 1.8627,                0.51682,                0.35635,                0.35242,                 0.1438,                 2.8677,                 3.4188,                 2.3317,              0.0096436,              0.0096436,              0.0096436
                     38,                 2.5152,                 1.6266,                 1.8462,                0.62766,                0.44141,                0.51777,                0.21308,                  2.759,                 2.1084,                  2.175,              0.0096337,              0.0096337,              0.0096337
                     39,                 2.5444,                 1.6231,                 1.8386,                  0.721,                0.30359,                0.38826,                0.15928,                 2.8937,                 2.6578,                  2.398,              0.0096238,              0.0096238,              0.0096238
                     40,                 2.5091,                 1.5589,                 1.8003,                0.57238,                0.27263,                0.31768,                0.11844,                 3.2021,                 2.7536,                 2.5757,              0.0096139,              0.0096139,              0.0096139
                     41,                 2.4782,                 1.5411,                 1.8029,                0.55223,                0.56312,                0.58375,                0.25419,                 2.6592,                 1.8657,                 2.1179,               0.009604,               0.009604,               0.009604
                     42,                 2.5045,                 1.5788,                 1.8294,                0.63364,                0.43001,                0.46155,                0.18662,                  2.791,                 2.2921,                 2.2622,              0.0095941,              0.0095941,              0.0095941
                     43,                 2.4916,                 1.5982,                 1.8292,                0.71285,                0.53031,                0.61905,                0.26287,                 2.6746,                 1.7614,                 2.1671,              0.0095842,              0.0095842,              0.0095842
                     44,                 2.4666,                 1.4993,                 1.7791,                0.68804,                0.49904,                0.59468,                0.26801,                 2.5865,                 1.7319,                  2.071,              0.0095743,              0.0095743,              0.0095743
                     45,                 2.4511,                 1.5028,                 1.7806,                0.63957,                 0.4601,                0.51089,                0.25218,                 2.7122,                 2.0961,                 2.2373,              0.0095644,              0.0095644,              0.0095644
                     46,                 2.5021,                 1.5567,                 1.8229,                0.52259,                0.53328,                0.47321,                0.20082,                 2.6937,                 2.3055,                 2.1364,              0.0095545,              0.0095545,              0.0095545
                     47,                 2.5368,                 1.5284,                 1.8645,                0.69234,                0.48244,                0.55649,                0.24191,                  2.601,                 1.8854,                 2.0805,              0.0095446,              0.0095446,              0.0095446
                     48,                 2.4595,                 1.4638,                 1.7971,                0.67546,                0.45666,                0.56011,                0.25976,                 2.5155,                 1.8552,                 2.0697,              0.0095347,              0.0095347,              0.0095347
                     49,                  2.413,                 1.4821,                 1.7905,                0.64844,                0.50343,                0.56808,                0.25604,                 2.6193,                  1.878,                 2.1694,              0.0095248,              0.0095248,              0.0095248
                     50,                 2.4301,                 1.4695,                  1.785,                0.49154,                 0.4878,                0.52909,                0.22887,                 2.7431,                 2.2992,                  2.182,              0.0095149,              0.0095149,              0.0095149
                     51,                  2.371,                 1.4048,                 1.7343,                0.77322,                0.56752,                0.66494,                 0.3113,                 2.4883,                 1.6479,                 2.0465,               0.009505,               0.009505,               0.009505
                     52,                  2.372,                 1.3791,                 1.7457,                0.70509,                0.59665,                0.69099,                0.31783,                 2.5462,                 1.5342,                 2.1134,              0.0094951,              0.0094951,              0.0094951
                     53,                  2.385,                 1.3672,                 1.7441,                0.66482,                0.56862,                 0.6339,                0.28756,                 2.5868,                 1.7436,                 2.1001,              0.0094852,              0.0094852,              0.0094852
                     54,                 2.3962,                 1.4223,                 1.7665,                0.48688,                0.42936,                0.42339,                0.18312,                 2.8758,                   2.45,                 2.2868,              0.0094753,              0.0094753,              0.0094753
                     55,                 2.3937,                 1.3878,                 1.7719,                0.69454,                0.60977,                0.66956,                  0.315,                  2.525,                 1.5966,                 2.0481,              0.0094654,              0.0094654,              0.0094654
                     56,                 2.3816,                 1.3667,                  1.764,                0.75076,                0.46047,                0.57889,                0.27113,                 2.6633,                 1.7172,                 2.1648,              0.0094555,              0.0094555,              0.0094555
                     57,                 2.3857,                 1.3303,                  1.738,                0.77427,                0.57221,                0.66636,                0.31003,                 2.5945,                 1.5008,                 2.1529,              0.0094456,              0.0094456,              0.0094456
                     58,                 2.3842,                  1.322,                 1.7102,                0.72127,                0.58169,                0.67342,                0.31306,                 2.5367,                 1.5396,                 2.0831,              0.0094357,              0.0094357,              0.0094357
                     59,                 2.4123,                 1.2933,                  1.755,                0.78183,                0.62173,                0.68662,                0.32637,                 2.4883,                 1.4792,                 2.0633,              0.0094258,              0.0094258,              0.0094258
                     60,                 2.3465,                 1.3009,                 1.7369,                0.65159,                0.55275,                0.61598,                0.27544,                 2.6434,                  1.654,                 2.0994,              0.0094159,              0.0094159,              0.0094159
                     61,                 2.2996,                 1.2717,                 1.6933,                0.71529,                0.58232,                0.64561,                0.30026,                 2.5709,                 1.6403,                 2.0625,               0.009406,               0.009406,               0.009406
                     62,                 2.3438,                  1.299,                 1.7373,                0.65529,                0.37226,                0.41507,                0.16952,                 3.1688,                 2.7393,                 2.4464,              0.0093961,              0.0093961,              0.0093961
                     63,                 2.3514,                 1.3472,                 1.7351,                0.80677,                0.60607,                0.71393,                0.32492,                 2.5755,                 1.4991,                 2.1074,              0.0093862,              0.0093862,              0.0093862
                     64,                 2.3071,                 1.2392,                 1.6744,                0.74889,                0.65543,                0.72232,                0.33363,                 2.5238,                 1.6426,                 2.0635,              0.0093763,              0.0093763,              0.0093763
                     65,                 2.3062,                  1.252,                 1.7054,                0.84371,                0.62849,                0.76205,                0.37521,                 2.4849,                  1.556,                   2.04,              0.0093664,              0.0093664,              0.0093664
                     66,                 2.2649,                 1.2477,                 1.7043,                0.78135,                0.46247,                 0.5718,                0.27662,                 2.7767,                 1.7902,                 2.3647,              0.0093565,              0.0093565,              0.0093565
                     67,                 2.3206,                 1.2644,                 1.7156,                0.79953,                 0.6011,                0.69879,                0.29897,                 2.5877,                 1.5186,                 2.1549,              0.0093466,              0.0093466,              0.0093466
                     68,                 2.2944,                 1.2834,                 1.7343,                0.80678,                 0.6346,                0.71429,                0.32708,                 2.5371,                 1.4367,                  2.083,              0.0093367,              0.0093367,              0.0093367
                     69,                 2.2904,                 1.2311,                 1.6865,                0.83605,                0.67269,                0.77836,                0.36819,                 2.4675,                  1.314,                 1.9999,              0.0093268,              0.0093268,              0.0093268
                     70,                 2.2459,                 1.2423,                  1.651,                0.82448,                0.61573,                0.73558,                0.34209,                 2.5903,                 1.5594,                 2.0685,              0.0093169,              0.0093169,              0.0093169
                     71,                 2.2942,                 1.2326,                 1.6987,                0.71643,                 0.6712,                0.71645,                0.36199,                 2.4564,                 1.3848,                 2.0407,               0.009307,               0.009307,               0.009307
                     72,                 2.2985,                 1.2371,                 1.7088,                0.74835,                0.50954,                0.60957,                0.28154,                 2.6605,                 1.5776,                 2.1567,              0.0092971,              0.0092971,              0.0092971
                     73,                 2.2748,                 1.2264,                 1.6738,                0.84682,                0.66422,                0.76377,                0.36704,                 2.4977,                 1.4485,                  2.035,              0.0092872,              0.0092872,              0.0092872
                     74,                 2.2075,                 1.1791,                 1.6424,                0.78019,                0.65711,                0.72823,                0.34909,                 2.4881,                 1.4029,                 2.0463,              0.0092773,              0.0092773,              0.0092773
                     75,                 2.2508,                 1.1903,                 1.6611,                0.69376,                0.62054,                0.67309,                 0.3465,                  2.447,                 1.4144,                 2.0048,              0.0092674,              0.0092674,              0.0092674
                     76,                 2.2245,                  1.153,                 1.6563,                0.77035,                0.65276,                0.73338,                0.34936,                 2.4517,                 1.3355,                 2.0284,              0.0092575,              0.0092575,              0.0092575
                     77,                 2.2607,                 1.1501,                 1.6627,                0.78257,                 0.6404,                0.70859,                  0.336,                 2.5618,                 1.5244,                 2.0518,              0.0092476,              0.0092476,              0.0092476
